コード,銘柄名,市場・商品区分,33業種区分,規模区分
5542,新報国マテリアル,JASDAQ,鉄鋼,-
5563,新日本電工,東証1部,鉄鋼,TOPIX Small 1
5602,栗本鐵工所,東証1部,鉄鋼,TOPIX Small 2
5603,虹技,東証1部,鉄鋼,TOPIX Small 2
5609,日本鋳造,東証2部,鉄鋼,-
5610,大和重工,東証2部,鉄鋼,-
5612,日本鋳鉄管,東証1部,鉄鋼,TOPIX Small 2
5631,日本製鋼所,東証1部,機械,TOPIX Mid400
5632,三菱製鋼,東証1部,鉄鋼,TOPIX Small 2
5644,メタルアート,東証2部,鉄鋼,-
5658,日亜鋼業,東証1部,鉄鋼,TOPIX Small 2
5659,日本精線,東証1部,鉄鋼,TOPIX Small 2
5660,神鋼鋼線工業,東証2部,鉄鋼,-
5695,パウダーテック,JASDAQ,鉄鋼,-
5697,サンユウ,東証2部,鉄鋼,-
5698,エンビプロ・ホールディングス,東証1部,鉄鋼,TOPIX Small 2
5699,イボキン,JASDAQ,鉄鋼,-
5702,大紀アルミニウム工業所,東証1部,非鉄金属,TOPIX Small 1
5703,日本軽金属ホールディングス,東証1部,非鉄金属,TOPIX Mid400
5704,ＪＭＣ,マザーズ,非鉄金属,-
5706,三井金属鉱業,東証1部,非鉄金属,TOPIX Mid400
5707,東邦亜鉛,東証1部,非鉄金属,TOPIX Small 2
5711,三菱マテリアル,東証1部,非鉄金属,TOPIX Mid400
5713,住友金属鉱山,東証1部,非鉄金属,TOPIX Large70
5714,ＤＯＷＡホールディングス,東証1部,非鉄金属,TOPIX Mid400
5715,古河機械金属,東証1部,非鉄金属,TOPIX Small 1
5721,エス・サイエンス,東証1部,非鉄金属,TOPIX Small 2
5724,アサカ理研,JASDAQ,非鉄金属,-
5726,大阪チタニウムテクノロジーズ,東証1部,非鉄金属,TOPIX Small 2
5727,東邦チタニウム,東証1部,非鉄金属,TOPIX Small 1
5729,日本精鉱,東証2部,非鉄金属,-
5741,ＵＡＣＪ,東証1部,非鉄金属,TOPIX Small 1
5742,エヌアイシ・オートテック,JASDAQ,非鉄金属,-
5753,日本伸銅,東証2部,非鉄金属,-
5757,ＣＫサンエツ,東証1部,非鉄金属,TOPIX Small 2
5759,日本電解,マザーズ,非鉄金属,-
5781,東邦金属,東証2部,非鉄金属,-
5801,古河電気工業,東証1部,非鉄金属,TOPIX Mid400
5802,住友電気工業,東証1部,非鉄金属,TOPIX Large70
5803,フジクラ,東証1部,非鉄金属,TOPIX Small 1
5805,昭和電線ホールディングス,東証1部,非鉄金属,TOPIX Small 1
5807,東京特殊電線,東証1部,非鉄金属,TOPIX Small 2
5809,タツタ電線,東証1部,非鉄金属,TOPIX Small 2
5816,オーナンバ,東証2部,非鉄金属,-
5817,ＪＭＡＣＳ,東証2部,非鉄金属,-
5819,カナレ電気,東証1部,非鉄金属,TOPIX Small 2
5820,三ッ星,JASDAQ,非鉄金属,-
5821,平河ヒューテック,東証1部,非鉄金属,TOPIX Small 2
5851,リョービ,東証1部,非鉄金属,TOPIX Small 1
5852,アーレスティ,東証1部,非鉄金属,TOPIX Small 2
5856,エルアイイーエイチ,東証2部,小売業,-
5857,アサヒホールディングス,東証1部,非鉄金属,TOPIX Small 1
5900,ダイケン,JASDAQ,金属製品,-
5901,東洋製罐グループホールディングス,東証1部,金属製品,TOPIX Mid400
5902,ホッカンホールディングス,東証1部,金属製品,TOPIX Small 2
5903,シンポ,JASDAQ,金属製品,-
5905,日本製罐,東証2部,金属製品,-
5906,エムケー精工,JASDAQ,金属製品,-
5907,ＪＦＥコンテイナー,東証2部,金属製品,-
5909,コロナ,東証1部,金属製品,TOPIX Small 2
5911,横河ブリッジホールディングス,東証1部,金属製品,TOPIX Small 1
5915,駒井ハルテック,東証1部,金属製品,TOPIX Small 2
5918,瀧上工業,東証2部,金属製品,-
5921,川岸工業,東証2部,金属製品,-
5922,那須電機鉄工,東証2部,金属製品,-
5923,高田機工,東証1部,金属製品,TOPIX Small 2
5928,アルメタックス,東証2部,金属製品,-
5929,三和ホールディングス,東証1部,金属製品,TOPIX Mid400
5930,文化シヤッター,東証1部,金属製品,TOPIX Small 1
5932,三協立山,東証1部,金属製品,TOPIX Small 2
5933,アルインコ,東証1部,金属製品,TOPIX Small 2
5935,元旦ビューティ工業,JASDAQ,金属製品,-
5936,東洋シヤッター,東証1部,金属製品,TOPIX Small 2
5938,ＬＩＸＩＬ,東証1部,金属製品,TOPIX Mid400
5939,大谷工業,JASDAQ,金属製品,-
5940,不二サッシ,東証2部,金属製品,-
5941,中西製作所,東証2部,金属製品,-
5942,日本フイルコン,東証1部,金属製品,TOPIX Small 2
5943,ノーリツ,東証1部,金属製品,TOPIX Small 2
5945,天龍製鋸,JASDAQ,金属製品,-
5946,長府製作所,東証1部,金属製品,TOPIX Small 2
5947,リンナイ,東証1部,金属製品,TOPIX Mid400
5949,ユニプレス,東証1部,輸送用機器,TOPIX Small 1
5950,日本パワーファスニング,東証2部,金属製品,-
5951,ダイニチ工業,東証1部,金属製品,TOPIX Small 2
5952,アマテイ,東証2部,金属製品,-
5955,ヤマシナ,東証2部,金属製品,-
5956,トーソー,東証2部,金属製品,-
5957,日東精工,東証1部,金属製品,TOPIX Small 2
5958,三洋工業,東証1部,金属製品,TOPIX Small 2
5959,岡部,東証1部,金属製品,TOPIX Small 2
5962,浅香工業,東証2部,その他製品,-
5964,東洋刃物,東証2部,金属製品,-
5965,フジマック,東証2部,金属製品,-
5966,京都機械工具,東証2部,金属製品,-
5967,ＴＯＮＥ,東証2部,金属製品,-
5969,ロブテックス,東証2部,金属製品,-
5970,ジーテクト,東証1部,金属製品,TOPIX Small 2
5971,共和工業所,JASDAQ,金属製品,-
5973,トーアミ,東証2部,金属製品,-
5974,中国工業,東証2部,金属製品,-
5975,東プレ,東証1部,金属製品,TOPIX Small 1
5976,高周波熱錬,東証1部,金属製品,TOPIX Small 2
5981,東京製綱,東証1部,金属製品,TOPIX Small 2
5982,マルゼン,東証2部,金属製品,-
5983,イワブチ,JASDAQ,金属製品,-
5984,兼房,東証2部,金属製品,-
5985,サンコール,東証1部,金属製品,TOPIX Small 2
5986,モリテック　スチール,東証1部,金属製品,TOPIX Small 2
5987,オーネックス,JASDAQ,金属製品,-
5988,パイオラックス,東証1部,金属製品,TOPIX Small 2
5989,エイチワン,東証1部,金属製品,TOPIX Small 2
5990,スーパーツール,JASDAQ,金属製品,-
5991,日本発條,東証1部,金属製品,TOPIX Mid400
5992,中央発條,東証1部,金属製品,TOPIX Small 2
5994,ファインシンター,東証2部,金属製品,-
5997,協立エアテック,JASDAQ,金属製品,-
5998,アドバネクス,東証1部,金属製品,TOPIX Small 2
5999,イハラサイエンス,JASDAQ,金属製品,-
6005,三浦工業,東証1部,機械,TOPIX Mid400
6013,タクマ,東証1部,機械,TOPIX Small 1
6016,ジャパンエンジンコーポレーション,東証2部,輸送用機器,-
6018,阪神内燃機工業,東証2部,輸送用機器,-
6022,赤阪鐵工所,東証2部,機械,-
6023,ダイハツディーゼル,東証2部,輸送用機器,-
6026,ＧＭＯ　ＴＥＣＨ,マザーズ,サービス業,-
6027,弁護士ドットコム,マザーズ,サービス業,-
6028,テクノプロ・ホールディングス,東証1部,サービス業,TOPIX Mid400
6029,アトラグループ,東証1部,サービス業,TOPIX Small 2
6030,アドベンチャー,マザーズ,サービス業,-
6031,サイジニア,マザーズ,サービス業,-
6032,インターワークス,東証1部,サービス業,TOPIX Small 2
6033,エクストリーム,マザーズ,サービス業,-
6034,ＭＲＴ,マザーズ,サービス業,-
6035,アイ・アールジャパンホールディングス,東証1部,サービス業,TOPIX Small 1
6036,ＫｅｅＰｅｒ技研,東証1部,サービス業,TOPIX Small 1
6037,ファーストロジック,東証1部,サービス業,TOPIX Small 2
6038,イード,マザーズ,サービス業,-
6039,日本動物高度医療センター,マザーズ,サービス業,-
6040,日本スキー場開発,マザーズ,サービス業,-
6042,ニッキ,東証2部,輸送用機器,-
6044,三機サービス,東証1部,サービス業,TOPIX Small 2
6045,レントラックス,マザーズ,サービス業,-
6046,リンクバル,マザーズ,サービス業,-
6047,Ｇｕｎｏｓｙ,東証1部,サービス業,TOPIX Small 2
6048,デザインワン・ジャパン,東証1部,サービス業,TOPIX Small 2
6049,イトクロ,マザーズ,サービス業,-
6050,イー・ガーディアン,東証1部,サービス業,TOPIX Small 1
6054,リブセンス,東証1部,サービス業,TOPIX Small 2
6055,ジャパンマテリアル,東証1部,サービス業,TOPIX Small 1
6058,ベクトル,東証1部,サービス業,TOPIX Small 1
6059,ウチヤマホールディングス,東証1部,サービス業,TOPIX Small 2
6060,こころネット,JASDAQ,サービス業,-
6061,ユニバーサル園芸社,JASDAQ,サービス業,-
6062,チャーム・ケア・コーポレーション,東証1部,サービス業,TOPIX Small 2
6063,日本エマージェンシーアシスタンス,JASDAQ,サービス業,-
6067,インパクトホールディングス,マザーズ,サービス業,-
6069,トレンダーズ,マザーズ,サービス業,-
6070,キャリアリンク,東証1部,サービス業,TOPIX Small 2
6071,ＩＢＪ,東証1部,サービス業,TOPIX Small 2
6072,地盤ネットホールディングス,マザーズ,サービス業,-
6073,アサンテ,東証1部,サービス業,TOPIX Small 2
6074,ジェイエスエス,JASDAQ,サービス業,-
6078,バリューＨＲ,東証1部,サービス業,TOPIX Small 2
6080,Ｍ＆Ａキャピタルパートナーズ,東証1部,サービス業,TOPIX Small 1
6081,アライドアーキテクツ,マザーズ,サービス業,-
6082,ライドオンエクスプレスホールディングス,東証1部,サービス業,TOPIX Small 2
6083,ＥＲＩホールディングス,東証1部,サービス業,TOPIX Small 2
6085,アーキテクツ・スタジオ・ジャパン,マザーズ,サービス業,-
6086,シンメンテホールディングス,マザーズ,サービス業,-
6087,アビスト,東証1部,サービス業,TOPIX Small 2
6088,シグマクシス・ホールディングス,東証1部,サービス業,TOPIX Small 1
6089,ウィルグループ,東証1部,サービス業,TOPIX Small 2
6090,ヒューマン・メタボローム・テクノロジーズ,マザーズ,サービス業,-
6091,ウエスコホールディングス,東証2部,サービス業,-
6092,エンバイオ・ホールディングス,マザーズ,サービス業,-
6093,エスクロー・エージェント・ジャパン,東証1部,サービス業,TOPIX Small 2
6094,フリークアウト・ホールディングス,マザーズ,サービス業,-
6095,メドピア,東証1部,サービス業,TOPIX Small 1
6096,レアジョブ,東証1部,サービス業,TOPIX Small 2
6098,リクルートホールディングス,東証1部,サービス業,TOPIX Core30
6099,エラン,東証1部,サービス業,TOPIX Small 1
6101,ツガミ,東証1部,機械,TOPIX Small 1
6103,オークマ,東証1部,機械,TOPIX Mid400
6104,芝浦機械,東証1部,機械,TOPIX Small 1
6113,アマダ,東証1部,機械,TOPIX Mid400
6118,アイダエンジニアリング,東証1部,機械,TOPIX Small 1
6121,滝澤鉄工所,東証1部,機械,TOPIX Small 2
6125,岡本工作機械製作所,東証2部,機械,-
6131,浜井産業,東証2部,機械,-
6134,ＦＵＪＩ,東証1部,機械,TOPIX Mid400
6135,牧野フライス製作所,東証1部,機械,TOPIX Small 1
6136,オーエスジー,東証1部,機械,TOPIX Mid400
6137,小池酸素工業,東証2部,機械,-
6138,ダイジェット工業,東証1部,機械,TOPIX Small 2
6140,旭ダイヤモンド工業,東証1部,機械,TOPIX Small 1
6141,ＤＭＧ森精機,東証1部,機械,TOPIX Mid400
6143,ソディック,東証1部,機械,TOPIX Small 1
6144,西部電機,東証2部,機械,-
6145,ＮＩＴＴＯＫＵ,JASDAQ,機械,-
6146,ディスコ,東証1部,機械,TOPIX Mid400
6147,ヤマザキ,JASDAQ,機械,-
6149,小田原エンジニアリング,JASDAQ,機械,-
6150,タケダ機械,JASDAQ,機械,-
6151,日東工器,東証1部,機械,TOPIX Small 2
6155,高松機械工業,東証2部,機械,-
6156,エーワン精密,JASDAQ,機械,-
6157,日進工具,東証1部,機械,TOPIX Small 2
6158,和井田製作所,JASDAQ,機械,-
6159,ミクロン精密,JASDAQ,機械,-
6161,エスティック,東証2部,機械,-
6164,太陽工機,JASDAQ,機械,-
6165,パンチ工業,東証1部,機械,TOPIX Small 2
6166,中村超硬,マザーズ,機械,-
6167,冨士ダイス,東証1部,機械,TOPIX Small 2
6171,土木管理総合試験所,東証1部,サービス業,TOPIX Small 2
6172,メタップス,マザーズ,サービス業,-
6173,アクアライン,マザーズ,サービス業,-
6175,ネットマーケティング,東証1部,サービス業,TOPIX Small 2
6176,ブランジスタ,マザーズ,サービス業,-
6177,ＡｐｐＢａｎｋ,マザーズ,サービス業,-
6178,日本郵政,東証1部,サービス業,TOPIX Large70
6180,ＧＭＯメディア,マザーズ,サービス業,-
6181,タメニー,マザーズ,サービス業,-
6182,メタリアル,マザーズ,サービス業,-
6183,ベルシステム２４ホールディングス,東証1部,サービス業,TOPIX Small 1
6184,鎌倉新書,東証1部,サービス業,TOPIX Small 2
6185,ＳＭＮ,東証1部,サービス業,TOPIX Small 2
6186,一蔵,東証1部,サービス業,TOPIX Small 2
6188,富士ソフトサービスビューロ,東証2部,サービス業,-
6189,グローバルキッズＣＯＭＰＡＮＹ,東証1部,サービス業,TOPIX Small 2
6190,フェニックスバイオ,マザーズ,サービス業,-
6191,エアトリ,東証1部,サービス業,TOPIX Small 1
6192,ハイアス・アンド・カンパニー,マザーズ,サービス業,-
6193,バーチャレクス・ホールディングス,マザーズ,サービス業,-
6194,アトラエ,東証1部,サービス業,TOPIX Small 1
6195,ホープ,マザーズ,サービス業,-
6196,ストライク,東証1部,サービス業,TOPIX Small 1
6197,ソラスト,東証1部,サービス業,TOPIX Small 1
6198,キャリア,マザーズ,サービス業,-
6199,セラク,東証1部,サービス業,TOPIX Small 2
6200,インソース,東証1部,サービス業,TOPIX Small 1
6201,豊田自動織機,東証1部,輸送用機器,TOPIX Mid400
6203,豊和工業,東証1部,機械,TOPIX Small 2
6205,ＯＫＫ,東証1部,機械,TOPIX Small 2
6208,石川製作所,東証1部,機械,TOPIX Small 2
6210,東洋機械金属,東証1部,機械,TOPIX Small 2
6217,津田駒工業,東証1部,機械,TOPIX Small 2
6218,エンシュウ,東証1部,機械,TOPIX Small 2
6222,島精機製作所,東証1部,機械,TOPIX Small 1
6226,守谷輸送機工業,東証2部,機械,-
6227,ＡＩメカテック,東証2部,機械,-
6229,オーケーエム,東証2部,機械,-
6230,ＳＡＮＥＩ,東証2部,機械,-
6231,木村工機,東証2部,機械,-
6232,ＡＣＳＬ,マザーズ,機械,-
6233,極東産機,JASDAQ,機械,-
6235,オプトラン,東証1部,機械,TOPIX Small 1
6236,ＮＣホールディングス,東証1部,機械,TOPIX Small 2
6237,イワキポンプ,東証1部,機械,TOPIX Small 2
6238,フリュー,東証1部,機械,TOPIX Small 1
6239,ナガオカ,JASDAQ,機械,-
6240,ヤマシンフィルタ,東証1部,機械,TOPIX Small 1
6245,ヒラノテクシード,東証2部,機械,-
6246,テクノスマート,東証2部,機械,-
6247,日阪製作所,東証1部,機械,TOPIX Small 2
6248,横田製作所,JASDAQ,機械,-
6249,ゲームカード・ジョイコホールディングス,JASDAQ,機械,-
6250,やまびこ,東証1部,機械,TOPIX Small 2
6254,野村マイクロ・サイエンス,東証1部,機械,TOPIX Small 2
6255,エヌ・ピー・シー,マザーズ,機械,-
6257,藤商事,JASDAQ,機械,-
6258,平田機工,東証1部,機械,TOPIX Small 1
6262,ペガサスミシン製造,東証1部,機械,TOPIX Small 2
6264,マルマエ,東証1部,機械,TOPIX Small 2
6265,コンバム,JASDAQ,機械,-
6266,タツモ,東証1部,機械,TOPIX Small 2
6267,ゼネラルパッカー,JASDAQ,機械,-
6268,ナブテスコ,東証1部,機械,TOPIX Mid400
6269,三井海洋開発,東証1部,機械,TOPIX Small 1
6272,レオン自動機,東証1部,機械,TOPIX Small 1
6273,ＳＭＣ,東証1部,機械,TOPIX Core30
6276,シリウスビジョン,JASDAQ,機械,-
6277,ホソカワミクロン,東証1部,機械,TOPIX Small 1
6278,ユニオンツール,東証1部,機械,TOPIX Small 2
6279,瑞光,東証2部,機械,-
6282,オイレス工業,東証1部,機械,TOPIX Small 2
6284,日精エー・エス・ビー機械,東証1部,機械,TOPIX Small 1
6286,靜甲,JASDAQ,機械,-
6287,サトーホールディングス,東証1部,機械,TOPIX Small 1
6289,技研製作所,東証1部,機械,TOPIX Small 1
6291,日本エアーテック,東証1部,機械,TOPIX Small 2
6292,カワタ,東証1部,機械,TOPIX Small 2
6293,日精樹脂工業,東証1部,機械,TOPIX Small 2
6294,オカダアイヨン,東証1部,機械,TOPIX Small 2
6297,鉱研工業,JASDAQ,機械,-
6298,ワイエイシイホールディングス,東証1部,機械,TOPIX Small 2
6301,小松製作所,東証1部,機械,TOPIX Large70
6302,住友重機械工業,東証1部,機械,TOPIX Mid400
6303,ササクラ,東証2部,機械,-
6305,日立建機,東証1部,機械,TOPIX Mid400
6306,日工,東証1部,機械,TOPIX Small 2
6307,サンセイ,東証2部,機械,-
6309,巴工業,東証1部,機械,TOPIX Small 2
6310,井関農機,東証1部,機械,TOPIX Small 2
6312,フロイント産業,JASDAQ,機械,-
6315,ＴＯＷＡ,東証1部,機械,TOPIX Small 1
6316,丸山製作所,東証1部,機械,TOPIX Small 2
6317,北川鉄工所,東証1部,機械,TOPIX Small 2
6319,シンニッタン,東証1部,鉄鋼,TOPIX Small 2
6322,タクミナ,東証2部,機械,-
6323,ローツェ,東証1部,機械,TOPIX Small 1
6324,ハーモニック・ドライブ・システムズ,JASDAQ,機械,-
6325,タカキタ,東証1部,機械,TOPIX Small 2
6326,クボタ,東証1部,機械,TOPIX Large70
6327,北川精機,JASDAQ,機械,-
6328,荏原実業,東証1部,機械,TOPIX Small 2
6330,東洋エンジニアリング,東証1部,建設業,TOPIX Small 2
6331,三菱化工機,東証1部,機械,TOPIX Small 2
6332,月島機械,東証1部,機械,TOPIX Small 2
6333,帝国電機製作所,東証1部,機械,TOPIX Small 2
6334,明治機械,東証2部,機械,-
6335,東京機械製作所,東証1部,機械,TOPIX Small 2
6336,石井表記,東証2部,機械,-
6337,テセック,JASDAQ,機械,-
6338,タカトリ,東証2部,機械,-
6339,新東工業,東証1部,機械,TOPIX Small 2
6340,澁谷工業,東証1部,機械,TOPIX Small 1
6342,太平製作所,東証2部,機械,-
6343,フリージア・マクロス,東証2部,機械,-
6345,アイチ　コーポレーション,東証1部,機械,TOPIX Small 2
6346,キクカワエンタープライズ,東証2部,機械,-
6347,プラコー,JASDAQ,機械,-
6349,小森コーポレーション,東証1部,機械,TOPIX Small 2
6351,鶴見製作所,東証1部,機械,TOPIX Small 2
6355,住友精密工業,東証1部,機械,TOPIX Small 2
6356,日本ギア工業,東証1部,機械,TOPIX Small 2
6357,三精テクノロジーズ,東証2部,機械,-
6358,酒井重工業,東証1部,機械,TOPIX Small 2
6360,東京自働機械製作所,東証2部,機械,-
6361,荏原製作所,東証1部,機械,TOPIX Mid400
6362,石井鐵工所,東証1部,機械,TOPIX Small 2
6363,酉島製作所,東証1部,機械,TOPIX Small 2
6364,北越工業,東証1部,機械,TOPIX Small 2
6365,電業社機械製作所,東証2部,機械,-
6366,千代田化工建設,東証2部,建設業,-
6367,ダイキン工業,東証1部,機械,TOPIX Core30
6368,オルガノ,東証1部,機械,TOPIX Small 1
6369,トーヨーカネツ,東証1部,機械,TOPIX Small 2
6370,栗田工業,東証1部,機械,TOPIX Mid400
6371,椿本チエイン,東証1部,機械,TOPIX Small 1
6373,大同工業,東証1部,機械,TOPIX Small 2
6376,日機装,東証1部,精密機器,TOPIX Small 1
6378,木村化工機,東証1部,機械,TOPIX Small 2
6379,レイズネクスト,東証1部,建設業,TOPIX Small 2
6380,オリエンタルチエン工業,東証2部,機械,-
6381,アネスト岩田,東証1部,機械,TOPIX Small 2
6382,トリニティ工業,東証2部,機械,-
6383,ダイフク,東証1部,機械,TOPIX Mid400
6384,昭和真空,JASDAQ,機械,-
6387,サムコ,東証1部,機械,TOPIX Small 2
6390,加藤製作所,東証1部,機械,TOPIX Small 2
6391,加地テック,東証2部,機械,-
6392,ヤマダコーポレーション,東証2部,機械,-
6393,油研工業,東証1部,機械,TOPIX Small 2
6395,タダノ,東証1部,機械,TOPIX Mid400
6396,宇野澤組鐵工所,東証2部,機械,-
6400,不二精機,JASDAQ,機械,-
6402,兼松エンジニアリング,東証2部,機械,-
6403,水道機工,JASDAQ,機械,-
6405,鈴茂器工,JASDAQ,機械,-
6406,フジテック,東証1部,機械,TOPIX Mid400
6407,ＣＫＤ,東証1部,機械,TOPIX Small 1
6408,小倉クラッチ,JASDAQ,機械,-
6409,キトー,東証1部,機械,TOPIX Small 2
6411,中野冷機,JASDAQ,機械,-
6412,平和,東証1部,機械,TOPIX Small 1
6413,理想科学工業,東証1部,機械,TOPIX Small 2
6416,桂川電機,JASDAQ,機械,-
6417,ＳＡＮＫＹＯ,東証1部,機械,TOPIX Mid400
6418,日本金銭機械,東証1部,機械,TOPIX Small 2
6419,マースグループホールディングス,東証1部,機械,TOPIX Small 2
6420,フクシマガリレイ,東証1部,機械,TOPIX Small 2
6424,高見沢サイバネティックス,JASDAQ,機械,-
6425,ユニバーサルエンターテインメント,JASDAQ,機械,-
6428,オーイズミ,東証1部,機械,TOPIX Small 2
6430,ダイコク電機,東証1部,機械,TOPIX Small 2
6432,竹内製作所,東証1部,機械,TOPIX Small 1
6433,ヒーハイスト,JASDAQ,機械,-
6436,アマノ,東証1部,機械,TOPIX Mid400
6440,ＪＵＫＩ,東証1部,機械,TOPIX Small 2
6444,サンデン,東証1部,機械,TOPIX Small 2
6445,ジャノメ,東証1部,機械,TOPIX Small 2
6448,ブラザー工業,東証1部,電気機器,TOPIX Mid400
6454,マックス,東証1部,機械,TOPIX Small 1
6455,モリタホールディングス,東証1部,輸送用機器,TOPIX Small 2
6457,グローリー,東証1部,機械,TOPIX Mid400
6458,新晃工業,東証1部,機械,TOPIX Small 2
6459,大和冷機工業,東証1部,機械,TOPIX Small 2
6460,セガサミーホールディングス,東証1部,機械,TOPIX Mid400
6461,日本ピストンリング,東証1部,機械,TOPIX Small 2
6462,リケン,東証1部,機械,TOPIX Small 2
6463,ＴＰＲ,東証1部,機械,TOPIX Small 1
6464,ツバキ・ナカシマ,東証1部,機械,TOPIX Small 1
6465,ホシザキ,東証1部,機械,TOPIX Mid400
6466,ＴＶＥ,東証2部,機械,-
6467,ニチダイ,JASDAQ,機械,-
6469,放電精密加工研究所,JASDAQ,機械,-
6470,大豊工業,東証1部,機械,TOPIX Small 2
6471,日本精工,東証1部,機械,TOPIX Mid400
6472,ＮＴＮ,東証1部,機械,TOPIX Mid400
6473,ジェイテクト,東証1部,機械,TOPIX Mid400
6474,不二越,東証1部,機械,TOPIX Small 1
6479,ミネベアミツミ,東証1部,電気機器,TOPIX Mid400
6480,日本トムソン,東証1部,機械,TOPIX Small 1
6481,ＴＨＫ,東証1部,機械,TOPIX Mid400
6482,ユーシン精機,東証1部,機械,TOPIX Small 2
6484,ＫＶＫ,JASDAQ,機械,-
6485,前澤給装工業,東証1部,機械,TOPIX Small 2
6486,イーグル工業,東証1部,機械,TOPIX Small 1
6488,ヨシタケ,JASDAQ,機械,-
6489,前澤工業,東証1部,機械,TOPIX Small 2
6490,日本ピラー工業,東証1部,機械,TOPIX Small 2
6492,岡野バルブ製造,東証2部,機械,-
6493,日鍛バルブ,東証2部,輸送用機器,-
6494,ＮＦＫホールディングス,JASDAQ,機械,-
6495,宮入バルブ製作所,東証2部,機械,-
6496,中北製作所,東証2部,機械,-
6497,ハマイ,JASDAQ,機械,-
6498,キッツ,東証1部,機械,TOPIX Small 1
6501,日立製作所,東証1部,電気機器,TOPIX Core30
6502,東芝,東証1部,電気機器,TOPIX Large70
6503,三菱電機,東証1部,電気機器,TOPIX Large70
6504,富士電機,東証1部,電気機器,TOPIX Mid400
6505,東洋電機製造,東証1部,電気機器,TOPIX Small 2
6506,安川電機,東証1部,電気機器,TOPIX Mid400
6507,シンフォニアテクノロジー,東証1部,電気機器,TOPIX Small 1
6508,明電舎,東証1部,電気機器,TOPIX Small 1
6513,オリジン,東証1部,電気機器,TOPIX Small 2
6516,山洋電気,東証1部,電気機器,TOPIX Small 1
6517,デンヨー,東証1部,電気機器,TOPIX Small 2
6518,三相電機,JASDAQ,電気機器,-
6521,オキサイド,マザーズ,電気機器,-
6522,アスタリスク,マザーズ,電気機器,-
6523,ＰＨＣホールディングス,東証1部,電気機器,TOPIX Small 2
6524,湖北工業,東証2部,電気機器,-
6532,ベイカレント・コンサルティング,東証1部,サービス業,TOPIX Mid400
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,東証1部,サービス業,TOPIX Small 2
6535,アイモバイル,東証1部,サービス業,TOPIX Small 2
6537,ＷＡＳＨハウス,マザーズ,サービス業,-
6538,キャリアインデックス,東証1部,サービス業,TOPIX Small 2
6539,ＭＳ－Ｊａｐａｎ,東証1部,サービス業,TOPIX Small 2
6540,船場,東証1部,サービス業,TOPIX Small 2
6542,ＦＣホールディングス,JASDAQ,サービス業,-
6543,日宣,JASDAQ,サービス業,-
6544,ジャパンエレベーターサービスホールディングス,東証1部,サービス業,TOPIX Small 1
6545,インターネットインフィニティー,マザーズ,サービス業,-
6546,フルテック,東証1部,サービス業,TOPIX Small 2
6547,グリーンズ,東証1部,サービス業,TOPIX Small 2
6548,旅工房,マザーズ,サービス業,-
6549,ディーエムソリューションズ,JASDAQ,サービス業,-
6550,Ｕｎｉｐｏｓ,マザーズ,サービス業,-
6551,ツナググループ・ホールディングス,東証1部,サービス業,TOPIX Small 2
6552,ＧａｍｅＷｉｔｈ,東証1部,サービス業,TOPIX Small 2
6553,ソウルドアウト,東証1部,サービス業,TOPIX Small 2
6554,エスユーエス,マザーズ,サービス業,-
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,東証1部,サービス業,TOPIX Small 2
6556,ウェルビー,東証1部,サービス業,TOPIX Small 2
6557,ＡＩＡＩグループ,マザーズ,サービス業,-
6558,クックビズ,マザーズ,サービス業,-
6560,エル・ティー・エス,東証1部,サービス業,TOPIX Small 2
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,マザーズ,サービス業,-
6562,ジーニー,マザーズ,サービス業,-
6563,みらいワークス,マザーズ,サービス業,-
6564,ミダックホールディングス,東証1部,サービス業,TOPIX Small 1
6565,ＡＢホテル,JASDAQ,サービス業,-
6566,要興業,東証2部,サービス業,-
6567,ＳＥＲＩＯホールディングス,マザーズ,サービス業,-
6568,神戸天然物化学,マザーズ,サービス業,-
6569,日総工産,東証1部,サービス業,TOPIX Small 2
6570,共和コーポレーション,東証2部,サービス業,-
6571,キュービーネットホールディングス,東証1部,サービス業,TOPIX Small 2
6572,ＲＰＡホールディングス,東証1部,サービス業,TOPIX Small 2
6573,アジャイルメディア・ネットワーク,マザーズ,サービス業,-
6574,コンヴァノ,マザーズ,サービス業,-
6577,ベストワンドットコム,マザーズ,サービス業,-
6578,エヌリンクス,東証2部,サービス業,-
6579,ログリー,マザーズ,サービス業,-
6580,ライトアップ,マザーズ,サービス業,-
6584,三櫻工業,東証1部,輸送用機器,TOPIX Small 1
6586,マキタ,東証1部,機械,TOPIX Large70
6588,東芝テック,東証1部,電気機器,TOPIX Small 1
6590,芝浦メカトロニクス,東証1部,電気機器,TOPIX Small 1
6592,マブチモーター,東証1部,電気機器,TOPIX Mid400
6594,日本電産,東証1部,電気機器,TOPIX Core30
6597,ＨＰＣシステムズ,マザーズ,電気機器,-
6599,エブレン,JASDAQ,電気機器,-
6612,バルミューダ,マザーズ,電気機器,-
6613,ＱＤレーザ,マザーズ,電気機器,-
6614,シキノハイテック,JASDAQ,電気機器,-
6615,ユー・エム・シー・エレクトロニクス,東証1部,電気機器,TOPIX Small 2
